Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (°C)
Data1,1-Compress,64400,42.625,150.4,184.475,3250.74,-1.375,0.1,44.6135,36.7
Data1,1-Compress,64600,42.625,152.2,184.475,3296.11,-1.5,0.1,48.3943,36.7
Data1,1-Compress,64800,43.5,153.4,183.6,3315.01,-1.625,0.1,52.1751,36.7
Data1,1-Hold,65000,43.5,154.9,183.6,3369.46,-1.5,0.1,48.3943,36.6
Data1,1-Hold,65200,44.375,155,182.725,3349.04,-1.5,0.1,48.3943,36.6
Data1,1-Hold,65400,43.625,154.4,183.475,3356.6,-1.5,0.1,48.3943,36.6
Data1,1-Hold,65600,43.5,154.1,183.6,3345.26,-1.375,0.1,44.6135,36.6
Data1,1-Hold,65800,43.625,153.7,183.475,3335.43,-1.625,0.1,52.1751,36.6
Data1,1-Hold,66000,43.5,153.3,183.6,3327.11,-1.5,0.1,48.3943,36.6
Data1,1-Hold,66200,43.375,153.1,183.725,3318.79,-1.375,0.1,44.6135,36.6
Data1,1-Hold,66400,43.5,153.1,183.6,3315.01,-1.375,0.2,50.6628,36.6
Data1,1-Hold,66600,43.5,152.7,183.6,3305.94,-1.5,0.1,48.3943,36.6
Data1,1-Hold,66800,43.5,152.3,183.6,3293.84,-1.5,0.1,48.3943,36.6
Data1,1-Hold,67000,43.375,152,183.725,3285.52,-1.5,0.1,48.3943,36.6
Data1,1-Hold,67200,43.5,152.5,183.6,3290.82,-1.5,0.1,48.3943,36.6
Data1,1-Hold,67400,43.375,153.2,183.725,3309.72,-1.375,0.1,44.6135,36.6
Data1,1-Hold,67600,43.5,154.1,183.6,3339.21,-1.5,0.1,48.3943,36.6
Data1,1-Hold,67800,43.5,154.4,183.6,3351.31,-1.5,0.1,48.3943,36.6
Data1,1-Hold,68000,43.625,154.6,183.475,3356.6,-1.625,0.1,52.1751,36.6
Data1,1-Hold,68200,43.5,154,183.6,3345.26,-1.375,0.1,44.6135,36.6
Data1,1-Hold,68400,43.5,153.6,183.6,3333.16,-1.375,0.1,44.6135,36.6
Data1,1-Hold,68600,43.5,153.2,183.6,3321.06,-1.375,0.1,44.6135,36.6
Data1,1-Hold,68800,43.375,152.8,183.725,3315.77,-1.625,0.1,52.1751,36.6
Data1,1-Hold,69000,43.5,152.7,183.6,3305.94,-1.5,0.1,48.3943,36.6
Data1,1-Hold,69200,43.375,151.8,183.725,3288.55,-1.375,0.1,44.6135,36.6
Data1,1-Hold,69400,43.5,152.5,183.6,3287.79,-1.5,0.1,48.3943,36.6
Data1,1-Hold,69600,43.375,153.1,183.725,3309.72,-1.625,0.1,52.1751,36.6
Data1,1-Hold,69800,43.5,154,183.6,3345.26,-1.5,0.1,48.3943,36.6
Data1,1-Recover,70000,43.5,153.8,183.6,3336.18,-1.5,0.1,48.3943,36.6
Data1,1-Recover,70200,43.625,153.8,183.475,3332.4,-1.375,0.1,44.6135,36.6
Data1,1-Recover,70400,43.375,153.6,183.725,3342.99,-1.375,0.1,44.6135,36.6
Data1,1-Recover,70600,43.5,153.3,183.6,3324.09,-1.5,0.1,48.3943,36.6
Data1,1-Recover,70800,42.625,152.1,184.475,3326.35,-1.5,0.1,48.3943,36.6
Data1,1-Recover,71000,42.5,150.9,184.6,3287.79,-1.5,0.1,48.3943,36.6
Data1,1-Recover,71200,42.375,149.8,184.725,3264.35,-1.5,0.1,48.3943,36.6
Data1,1-Recover,71400,41.625,148.2,185.475,3241.66,-1.375,0.1,44.6135,36.6
Data1,1-Recover,71600,41.625,146.7,185.475,3190.25,-1.375,0.1,44.6135,36.6
Data1,1-Recover,71800,41.375,145,185.725,3152.44,-1.375,0.1,44.6135,36.6
Data1,1-Recover,72000,40.375,143.2,186.725,3125.22,-1.375,0.1,44.6135,36.6
Data1,1-Recover,72200,40.375,141.8,186.725,3082.87,-1.5,0.1,48.3943,36.6
Data1,1-Recover,72400,39.5,139.9,187.6,3054.89,-1.5,0.1,48.3943,36.6
Data1,1-Recover,72600,39.5,138.5,187.6,3009.52,-0.5,0.1,18.1479,36.6
Data1,1-Recover,72800,38.625,136.7,188.475,2984.57,-0.625,0.1,21.9287,36.6
Data1,1-Recover,73000,38.375,135.3,188.725,2946.76,-0.625,0.1,21.9287,36.6
Data1,1-Recover,73200,37.625,133.6,189.475,2921.05,-0.625,0.1,21.9287,36.6
Data1,1-Recover,73400,37.375,132.3,189.725,2886.27,-0.625,0.1,21.9287,36.6
Data1,1-Recover,73600,36.625,130.8,190.475,2863.58,-1.375,0.1,44.6135,36.6
Data1,1-Recover,73800,36.375,129.5,190.725,2831.83,-0.625,0.1,21.9287,36.6
Data1,1-Recover,74000,36.25,128.1,190.85,2793.26,-0.5,0.1,18.1479,36.6
Data1,1-Recover,74200,35.5,126.4,191.6,2764.53,-0.5,0.1,18.1479,36.6
Data1,1-Recover,74400,35.375,125,191.725,2728.99,-0.625,0.1,21.9287,36.6
Data1,1-Recover,74600,34.5,123.2,192.6,2704.03,-0.5,0.1,18.1479,36.6
Data1,1-Recover,74800,34.5,121.7,192.6,2652.61,-0.5,0.1,18.1479,36.6
Data1,1-Recover,75000,33.5,120.2,193.6,2634.47,-0.625,0.1,21.9287,36.6
Data1,1-Recover,75200,33.375,119,193.725,2601.95,-0.625,0.1,21.9287,36.6
Data1,1-Recover,75400,32.5,117.3,194.6,2583.05,-0.625,0.1,21.9287,36.6
Data1,1-Recover,75600,32.5,116.1,194.6,2540.7,-0.5,0.1,18.1479,36.6
Data1,1-Recover,75800,31.625,114.6,195.475,2524.82,-0.5,0.1,18.1479,36.6
Data1,1-Recover,76000,31.5,113.2,195.6,2483.23,-0.625,0.1,21.9287,36.6
Data1,1-Recover,76200,31.375,111.6,195.725,2444.67,-0.5,0.1,18.1479,36.6
Data1,1-Recover,76400,30.625,109.9,196.475,2412.91,-0.625,0.1,21.9287,36.6
Data1,1-Recover,76600,30.375,108.4,196.725,2375.1,-0.5,0.1,18.1479,36.6
Data1,1-Recover,76800,29.5,106.9,197.6,2353.17,-0.5,0.1,18.1479,36.6
Data1,1-Recover,77000,29.375,105.6,197.725,2320.66,-0.5,0.1,18.1479,36.6
Data1,1-Recover,77200,28.625,104,198.475,2297.97,-0.5,0.1,18.1479,36.6
Data1,1-Recover,77400,28.5,102.7,198.6,2259.41,-0.5,0.1,18.1479,36.6
Data1,1-Recover,77600,27.625,101.1,199.475,2240.51,-0.5,0.1,18.1479,36.6
Data1,1-Recover,77800,27.5,99.6,199.6,2195.89,-0.375,0.1,14.3671,36.6
Data1,1-Recover,78000,27.375,98,199.725,2154.3,-0.5,0.1,18.1479,36.6
Data1,1-Recover,78200,26.375,96.2,200.725,2127.08,-0.5,0.1,18.1479,36.6
Data1,1-Recover,78400,26.375,94.9,200.725,2084.74,-0.5,0.1,18.1479,36.6
Data1,1-Recover,78600,25.625,93.3,201.475,2059.03,-0.5,0.1,18.1479,36.6
Data1,1-Recover,78800,25.375,91.8,201.725,2027.27,-0.5,0.1,18.1479,36.5
Data1,1-Recover,79000,24.5,90.3,202.6,2002.32,-0.375,0.1,14.3671,36.5
Data1,1-Recover,79200,24.375,89,202.725,1969.8,-0.375,0.1,14.3671,36.5
Data1,1-Recover,79400,23.625,87.5,203.475,1950.14,-0.375,0.1,14.3671,36.5
Data1,1-Recover,79600,23.5,85.9,203.6,1902.5,-0.5,0.1,18.1479,36.5
Data1,1-Recover,79800,22.625,84.3,204.475,1880.57,-0.375,0.1,14.3671,36.5
Data1,1-Recover,80000,22.5,83.1,204.6,1848.06,-0.375,0.1,14.3671,36.5
Data1,1-Recover,80200,21.625,81.6,205.475,1832.18,-0.375,0.1,14.3671,36.5
Data1,1-Recover,80400,21.5,80.2,205.6,1790.59,-0.375,0.1,14.3671,36.5
Data1,1-Recover,80600,21.5,78.6,205.6,1742.2,0.375,0.1,-8.31778,36.5
Data1,1-Recover,80800,20.625,77,206.475,1720.27,-0.375,0.1,14.3671,36.5
Data1,1-Recover,81000,20.5,75.7,206.6,1684.73,-0.375,0.1,14.3671,36.5
Data1,1-Recover,81200,19.5,73.9,207.6,1666.58,0.5,0.1,-12.0986,36.5
Data1,1-Recover,81400,19.375,72.3,207.725,1615.92,-0.375,0.1,14.3671,36.5
Data1,1-Recover,81600,18.625,70.7,208.475,1593.23,-0.375,0.1,14.3671,36.5
Data1,1-Recover,81800,18.5,69.3,208.6,1548.62,0.5,0.1,-12.0986,36.5
Data1,1-Recover,82000,17.625,67.7,209.475,1532.74,-0.375,0.1,14.3671,36.5
Data1,1-Recover,82200,17.625,66.3,209.475,1484.35,-0.375,0.1,14.3671,36.5
Data1,1-Recover,82400,17.375,64.8,209.725,1449.56,0.375,0.1,-8.31778,36.5
Data1,1-Recover,82600,16.5,63,210.6,1424.61,0.375,0.1,-8.31778,36.5
Data1,1-Recover,82800,16.375,61.6,210.725,1383.02,0.375,0.1,-8.31778,36.5
Data1,1-Recover,83000,15.625,59.9,211.475,1357.31,0.375,0.1,-8.31778,36.5
Data1,1-Recover,83200,15.375,58.5,211.725,1319.5,-0.375,0.1,14.3671,36.5
Data1,1-Recover,83400,15.5,56.9,211.6,1267.33,0.5,0.1,-12.0986,36.5
Data1,1-Recover,83600,14.5,54.9,212.6,1240.1,0.5,0.1,-12.0986,36.5
Data1,1-Recover,83800,14.375,53.4,212.725,1198.52,0.375,0.1,-8.31778,36.5
Data1,1-Recover,84000,13.5,52,213.6,1179.61,0.375,0.1,-8.31778,36.5
Data1,1-Recover,84200,13.375,50.5,213.725,1141.05,0.375,0.1,-8.31778,36.4
Data1,1-Recover,84400,12.625,48.9,214.475,1109.29,0.375,0.1,-8.31778,36.4
Data1,1-Recover,84600,12.5,47.5,214.6,1073.75,0.375,0.1,-8.31778,36.4
Data1,1-Recover,84800,11.625,45.7,215.475,1048.8,0.375,0.1,-8.31778,36.4
Data1,1-Recover,85000,11.5,44.3,215.6,1007.21,0.5,0.1,-12.0986,36.4
Data1,1-Recover,85200,10.625,42.6,216.475,985.279,0.5,0.1,-12.0986,36.3
Data1,1-Recover,85400,10.5,41.4,216.6,946.714,0.375,0.1,-8.31778,36.3
Data1,1-Recover,85600,9.625,39.8,217.475,927.81,0.5,0.1,-12.0986,36.3
Data1,1-Recover,85800,9.5,38.4,217.6,886.221,0.375,0.1,-8.31778,36.3
Data1,1-Recover,86000,9.375,36.9,217.725,847.657,0.375,0.1,-8.31778,36.3
Data1,1-Recover,86200,8.5,35,218.6,822.704,0.375,0.1,-8.31778,36.2
Data1,1-Recover,86400,8.375,33.2,218.725,765.992,0.375,0.1,-8.31778,36.2
Data1,1-Recover,86600,7.625,31.8,219.475,740.282,0.5,0.1,-12.0986,36.2
Data1,1-Recover,86800,7.5,30.6,219.6,710.792,0.5,0.1,-12.0986,36.2
Data1,1-Recover,87000,6.5,28.9,220.6,695.669,0.5,0.1,-12.0986,36.2
Data1,1-Recover,87200,6.375,27.7,220.725,657.104,0.375,0.1,-8.31778,36.2
Data1,1-Recover,87400,6.375,26.2,220.725,614.759,0.5,0.1,-12.0986,36.1
Data1,1-Recover,87600,5.5,24.4,221.6,586.781,0.375,0.1,-8.31778,36.1
Data1,1-Recover,87800,4.625,22.9,222.475,570.902,0.375,0.1,-8.31778,36.1
Data1,1-Recover,88000,4.5,21.6,222.6,526.288,0.375,0.1,-8.31778,36.1
Data1,1-Recover,88200,4.375,20.2,222.725,493.773,0.375,0.1,-8.31778,36.1
Data1,1-Recover,88400,3.625,18.5,223.475,468.064,0.5,0.1,-12.0986,36
Data1,1-Recover,88600,3.375,17,223.725,430.256,0.5,0.1,-12.0986,36
Data1,1-Recover,88800,2.625,15.5,224.475,404.546,0.375,0.1,-8.31778,36
Data1,1-Recover,89000,2.375,13.9,224.725,363.714,0.5,0.1,-12.0986,36
Data1,1-Recover,89200,1.625,12.4,225.475,344.054,0.375,0.1,-8.31778,36
Data1,1-Recover,89400,1.375,11,225.725,303.221,0.625,0.1,-15.8794,36
Data1,1-Recover,89600,0.625,9.5,226.475,283.561,0.5,0.1,-12.0986,36
Data1,1-Recover,89800,0.5,8.3,226.6,244.996,0.625,0.1,-15.8794,36
Data1,1-Compress,90000,-0.375,6.7,227.475,213.994,0.375,0.1,-8.31778,36
Data1,1-Compress,90200,0.375,7.6,226.725,200.383,0.5,0.1,-12.0986,36
Data1,1-Compress,90400,0.625,9.4,226.475,244.24,0.5,0.1,-12.0986,36
Data1,1-Compress,90600,1.5,11.8,225.6,284.317,0.375,0.1,-8.31778,36
Data1,1-Compress,90800,2.375,14.3,224.725,333.467,0.375,0.1,-8.31778,36
Data1,1-Compress,91000,3.375,16.8,223.725,378.837,0.375,0.1,-8.31778,36
Data1,1-Compress,91200,3.625,19.5,223.475,455.965,0.375,0.1,-8.31778,36
Data1,1-Compress,91400,4.5,22.4,222.6,514.19,0.375,0.1,-8.31778,36
Data1,1-Compress,91600,5.625,25.4,221.475,564.853,0.375,0.1,-8.31778,36
Data1,1-Compress,91800,6.375,28.5,220.725,635.932,0.375,0.1,-8.31778,36
Data1,1-Compress,92000,7.375,31.4,219.725,696.425,0.375,0.1,-8.31778,36
Data1,1-Compress,92200,8.375,34.3,218.725,756.918,0.375,0.1,-8.31778,36
Data1,1-Compress,92400,9.5,37.4,217.6,813.63,0.375,0.1,-8.31778,36
Data1,1-Compress,92600,9.625,40.4,217.475,903.613,0.375,0.1,-8.31778,35.9
Data1,1-Compress,92800,10.5,43.6,216.6,970.911,-0.375,0.1,14.3671,35.9
Data1,1-Compress,93000,11.625,47,215.475,1033.67,0.375,0.1,-8.31778,35.9
Data1,1-Compress,93200,12.625,50.4,214.475,1106.26,0.375,0.1,-8.31778,35.9
Data1,1-Compress,93400,13.625,53.4,213.475,1172.81,0.375,0.1,-8.31778,35.9
Data1,1-Compress,93600,14.375,56.5,212.725,1240.86,0.375,0.1,-8.31778,35.9
Data1,1-Compress,93800,15.5,59.6,211.6,1303.62,0.375,0.1,-8.31778,35.9
Data1,1-Compress,94000,16.375,63,210.725,1376.97,0.375,0.1,-8.31778,35.9
Data1,1-Compress,94200,17.375,66.2,209.725,1443.51,0.375,0.1,-8.31778,35.9
Data1,1-Compress,94400,18.375,69.4,208.725,1513.08,0.375,0.1,-8.31778,35.9
Data1,1-Compress,94600,18.625,72.6,208.475,1602.31,-0.375,0.1,14.3671,35.8
Data1,1-Compress,94800,19.5,75.9,207.6,1672.63,-0.5,0.1,18.1479,35.8
Data1,1-Compress,95000,20.625,79.2,206.475,1738.42,-0.375,0.1,14.3671,35.8
Data1,1-Compress,95200,21.5,82.3,205.6,1808.74,-0.375,0.1,14.3671,35.8
Data1,1-Compress,95400,22.5,85.5,204.6,1869.23,-0.375,0.1,14.3671,35.8
Data1,1-Compress,95600,23.5,88.8,203.6,1941.82,-0.375,0.1,14.3671,35.8
Data1,1-Compress,95800,24.5,92.1,202.6,2011.39,-0.5,0.1,18.1479,35.8
Data1,1-Compress,96000,25.5,95.2,201.6,2074.91,-0.5,0.1,18.1479,35.8
Data1,1-Compress,96200,26.375,98.2,200.725,2139.18,-0.375,0.1,14.3671,35.8
Data1,1-Compress,96400,27.375,101.5,199.725,2208.75,-0.5,0.1,18.1479,35.8
Data1,1-Compress,96600,28.375,104.5,198.725,2272.27,-0.5,0.1,18.1479,35.8
Data1,1-Compress,96800,28.625,107.5,198.475,2355.44,-0.5,0.1,18.1479,35.7
Data1,1-Compress,97000,29.625,110.8,197.475,2425.01,-0.5,0.1,18.1479,35.7
Data1,1-Compress,97200,30.5,114.2,196.6,2492.31,-0.5,0.1,18.1479,35.7
Data1,1-Compress,97400,31.5,117.5,195.6,2564.9,-0.5,0.1,18.1479,35.7
Data1,1-Compress,97600,32.5,120.7,194.6,2634.47,-0.625,0.1,21.9287,35.7
Data1,1-Compress,97800,33.625,124,193.475,2700.25,-0.625,0.1,21.9287,35.7
Data1,1-Compress,98000,34.5,127,192.6,2767.55,-0.5,0.1,18.1479,35.7
Data1,1-Compress,98200,35.5,129.9,191.6,2825.02,-0.625,0.1,21.9287,35.7
Data1,1-Compress,98400,36.375,133,190.725,2892.32,-0.625,0.1,21.9287,35.7
Data1,1-Compress,98600,37.375,135.9,189.725,2949.79,-1.375,0.1,44.6135,35.7
Data1,1-Compress,98800,38.25,138.9,188.85,3014.06,-0.625,0.1,21.9287,35.7
Data1,1-Compress,99000,38.625,141.8,188.475,3090.43,-0.625,0.1,21.9287,35.7
Data1,1-Compress,99200,39.625,145,187.475,3156.97,-1.375,0.1,44.6135,35.7
Data1,1-Compress,99400,40.5,147.9,186.6,3221.25,-1.375,0.1,44.6135,35.7
Data1,1-Compress,99600,41.5,151,185.6,3278.72,-1.375,0.1,44.6135,35.7
Data1,1-Compress,99800,42.5,154.2,184.6,3348.28,-1.5,0.1,48.3943,35.7
Data1,1-Compress,100000,43.375,157.3,183.725,3412.56,-1.5,0.1,48.3943,35.7
Data1,1-Compress,100200,44.375,160.2,182.725,3473.05,-1.375,0.1,44.6135,35.7
Data1,1-Compress,100400,44.625,163.3,182.475,3559.25,-1.375,0.1,44.6135,35.7
Data1,1-Compress,100600,45.625,166.4,181.475,3622.77,-1.625,0.1,52.1751,35.7
Data1,1-Compress,100800,46.625,169.5,180.475,3686.29,-1.5,0.1,48.3943,35.7
Data1,1-Compress,101000,47.5,172.6,179.6,3753.59,-1.5,0.1,48.3943,35.7
Data1,1-Compress,101200,48.625,175.7,178.475,3813.32,-1.5,0.1,48.3943,35.7
Data1,1-Compress,101400,49.5,178.8,177.6,3877.6,-1.625,0.1,52.1751,35.7
Data1,1-Compress,101600,50.375,181.9,176.725,3944.89,-1.625,0.1,52.1751,35.7
Data1,1-Compress,101800,51.375,185,175.725,4008.41,-1.625,0.1,52.1751,35.7
Data1,1-Compress,102000,52.375,188,174.725,4071.93,-1.5,0.1,48.3943,35.7
Data1,1-Compress,102200,53.375,191.1,173.725,4135.45,-1.5,0.1,48.3943,35.7
Data1,1-Compress,102400,53.625,194.2,173.475,4221.65,-1.625,0.1,52.1751,35.7
Data1,1-Compress,102600,54.625,197.4,172.475,4285.17,-1.625,0.1,52.1751,35.7
Data1,1-Compress,102800,55.625,200.5,171.475,4351.71,-1.625,0.1,52.1751,35.7
Data1,1-Compress,103000,56.625,203.6,170.475,4415.23,-1.625,0.1,52.1751,35.7
Data1,1-Compress,103200,57.625,206.8,169.475,4478.74,-1.625,0.1,52.1751,35.7
Data1,1-Compress,103400,58.5,209.7,168.6,4539.99,-1.625,0.1,52.1751,35.7
Data1,1-Compress,103600,59.375,212.7,167.725,4607.29,-1.625,0.1,52.1751,35.7
Data1,1-Compress,103800,60.5,215.7,166.6,4664,-1.625,0.1,52.1751,35.7
Data1,1-Compress,104000,60.625,218.8,166.475,4753.99,-2.375,0.1,74.86,35.7
Data1,1-Compress,104200,61.625,222.2,165.475,4823.55,-2.375,0.1,74.86,35.8
Data1,1-Compress,104400,62.5,225.4,164.6,4896.9,-2.375,0.1,74.86,35.8
Data1,1-Compress,104600,63.5,228.5,163.6,4954.37,-2.375,0.1,74.86,35.8
Data1,1-Compress,104800,64.5,231.9,162.6,5026.96,-2.375,0.1,74.86,35.8
Data1,1-Compress,105000,65.5,235.2,161.6,5099.55,-2.375,0.1,74.86,35.8
Data1,1-Compress,105200,66.5,238.4,160.6,5166.1,-2.375,0.1,74.86,35.9
Data1,1-Compress,105400,67.375,241.7,159.725,5239.44,-2.375,0.1,74.86,35.9
Data1,1-Compress,105600,67.625,244.9,159.475,5340.77,-2.375,0.1,74.86,35.9
Data1,1-Compress,105800,68.625,248.4,158.475,5404.29,-2.625,0.1,82.4216,35.9
Data1,1-Compress,106000,69.625,251.8,157.475,5476.88,-2.5,0.1,78.6408,35.9
Data1,1-Compress,106200,70.625,255,156.475,5543.42,-2.5,0.1,78.6408,35.9
Data1,1-Compress,106400,71.625,258.3,155.475,5612.99,-2.5,0.1,78.6408,35.9
Data1,1-Compress,106600,72.375,261.7,154.725,5690.12,-2.375,0.1,74.86,35.9
Data1,1-Compress,106800,73.5,265,153.6,5758.93,-2.625,0.1,82.4216,35.9
Data1,1-Compress,107000,74.375,268.1,152.725,5826.22,-2.625,0.1,82.4216,35.9
Data1,1-Compress,107200,75.375,271.3,151.725,5892.77,-2.625,0.1,82.4216,35.9
Data1,1-Compress,107400,75.625,274.6,151.475,5985.02,-2.625,0.1,82.4216,36
Data1,1-Compress,107600,76.5,278,150.6,6061.39,-2.5,0.1,78.6408,36
Data1,1-Compress,107800,77.5,281.7,149.6,6137.01,-2.625,0.1,82.4216,36
Data1,1-Compress,108000,78.375,285.4,148.725,6222.45,-2.625,0.1,82.4216,36
Data1,1-Compress,108200,79.5,289.2,147.6,6303.36,-2.625,0.1,82.4216,36
Data1,1-Compress,108400,80.375,292.7,146.725,6382.76,-2.5,0.1,78.6408,36
Data1,1-Compress,108600,81.375,296.5,145.725,6467.45,-2.625,0.1,82.4216,36
Data1,1-Compress,108800,82.375,300,144.725,6549.12,-2.625,0.1,82.4216,36
Data1,1-Compress,109000,82.5,303.2,144.6,6639.1,-3.375,0.1,105.106,36
Data1,1-Compress,109200,83.5,307,143.6,6720.76,-2.625,0.1,82.4216,36
Data1,1-Compress,109400,84.375,310.4,142.725,6800.16,-3.375,0.1,105.106,36
Data1,1-Compress,109600,85.5,314.4,141.6,6881.07,-2.5,0.1,78.6408,36
Data1,1-Compress,109800,86.5,318.4,140.6,6971.81,-2.5,0.1,78.6408,36
Data1,1-Hold,110000,87.5,322.5,139.6,7107.92,-3.375,0.1,105.106,36
Data1,1-Hold,110200,87.5,322.7,139.6,7120.02,-3.375,0.1,105.106,36
Data1,1-Hold,110400,87.625,322.3,139.475,7107.16,-3.5,0.1,108.887,36
Data1,1-Hold,110600,87.5,321.9,139.6,7092.8,-2.5,0.1,78.6408,36
Data1,1-Hold,110800,87.5,321.5,139.6,7080.7,-2.5,0.1,78.6408,36
Data1,1-Hold,111000,87.5,321.1,139.6,7071.62,-2.5,0.1,78.6408,36
Data1,1-Hold,111200,87.5,320.8,139.6,7059.52,-2.5,0.1,78.6408,36
Data1,1-Hold,111400,87.375,320.3,139.725,7051.21,-3.375,0.1,105.106,36
Data1,1-Hold,111600,87.5,320.5,139.6,7041.38,-2.5,0.1,78.6408,36
Data1,1-Hold,111800,87.5,320.6,139.6,7047.43,-2.5,0.1,78.6408,36
Data1,1-Hold,112000,87.5,320.8,139.6,7050.45,-3.375,0.1,105.106,36
Data1,1-Hold,112200,87.5,321.2,139.6,7065.57,-2.5,0.1,78.6408,36
Data1,1-Hold,112400,87.5,321.7,139.6,7074.65,-3.5,0.1,108.887,36
Data1,1-Hold,112600,87.5,322.4,139.6,7101.87,-3.375,0.1,105.106,36.1
Data1,1-Hold,112800,87.625,322.5,139.475,7110.19,-3.375,0.1,105.106,36.1
Data1,1-Hold,113000,87.5,322.2,139.6,7101.87,-2.5,0.1,78.6408,36.1
Data1,1-Hold,113200,87.5,321.8,139.6,7089.77,-3.375,0.1,105.106,36.1
Data1,1-Hold,113400,87.5,321.5,139.6,7080.7,-3.375,0.1,105.106,36.1
Data1,1-Hold,113600,87.625,321.2,139.475,7064.82,-3.5,0.1,108.887,36.1
Data1,1-Hold,113800,87.5,320.8,139.6,7062.55,-3.375,0.1,105.106,36.1
Data1,1-Hold,114000,87.375,320.4,139.725,7054.23,-3.375,0.1,105.106,36.1
Data1,1-Hold,114200,87.375,320.3,139.725,7048.18,-3.375,0.1,105.106,36.1
Data1,1-Hold,114400,87.375,319.9,139.725,7036.08,-3.5,0.1,108.887,36.1
Data1,1-Hold,114600,87.375,319.8,139.725,7033.06,-3.375,0.1,105.106,36.1
Data1,1-Hold,114800,87.5,320.3,139.6,7032.3,-3.375,0.1,105.106,36.1
Data1,1-Recover,115000,87.625,320.5,139.475,7043.64,-3.375,0.1,105.106,36.1
Data1,1-Recover,115200,87.625,321.5,139.475,7064.82,-3.375,0.1,105.106,36.1
Data1,1-Recover,115400,87.5,321.2,139.6,7071.62,-2.625,0.1,82.4216,36.1
Data1,1-Recover,115600,87.5,319.4,139.6,7035.33,-3.375,0.1,105.106,36.1
Data1,1-Recover,115800,86.625,316.6,140.475,6983.15,-3.375,0.1,105.106,36.2
Data1,1-Recover,116000,85.625,313.6,141.475,6928.71,-2.625,0.1,82.4216,36.2
Data1,1-Recover,116200,85.375,310.2,141.725,6833.43,-2.625,0.1,82.4216,36.2
Data1,1-Recover,116400,84.375,306.6,142.725,6757.82,-2.625,0.1,82.4216,36.2
Data1,1-Recover,116600,83.375,302.9,143.725,6679.18,-2.5,0.1,78.6408,36.2
Data1,1-Recover,116800,82.5,299.2,144.6,6593.73,-2.625,0.1,82.4216,36.2
Data1,1-Recover,117000,81.625,295.4,145.475,6505.26,-2.5,0.1,78.6408,36.2
Data1,1-Recover,117200,80.375,291.7,146.725,6431.15,-2.625,0.1,82.4216,36.2
Data1,1-Recover,117400,79.5,288,147.6,6342.68,-2.625,0.1,82.4216,36.2
Data1,1-Recover,117600,78.625,284.6,148.475,6266.31,-2.375,0.1,74.86,36.2
Data1,1-Recover,117800,77.625,280.9,149.475,6184.65,-2.5,0.1,78.6408,36.2
Data1,1-Recover,118000,77.375,277.3,149.725,6083.32,-2.375,0.1,74.86,36.2
Data1,1-Recover,118200,75.625,273.6,151.475,6024.34,-2.625,0.1,82.4216,36.2
Data1,1-Recover,118400,75.375,270.2,151.725,5926.04,-2.375,0.1,74.86,36.2
Data1,1-Recover,118600,74.375,266.5,152.725,5844.37,-2.5,0.1,78.6408,36.2
Data1,1-Recover,118800,73.375,262.9,153.725,5768.76,-2.5,0.1,78.6408,36.2
Data1,1-Recover,119000,72.5,259.5,154.6,5689.36,-2.375,0.1,74.86,36.2
Data1,1-Recover,119200,71.5,255.9,155.6,5610.72,-2.375,0.1,74.86,36.2
Data1,1-Recover,119400,70.375,252.3,156.725,5541.91,-2.375,0.1,74.86,36.2
Data1,1-Recover,119600,69.375,248.9,157.725,5463.27,-2.375,0.1,74.86,36.2
Data1,1-Recover,119800,68.5,245.6,158.6,5389.92,-2.5,0.1,78.6408,36.2
Data1,1-Recover,120000,67.625,242.3,159.475,5316.57,-2.375,0.1,74.86,36.2
Data1,1-Recover,120200,66.5,239,160.6,5250.79,-2.375,0.1,74.86,36.2
Data1,1-Recover,120400,65.5,235.6,161.6,5181.22,-2.375,0.1,74.86,36.2
Data1,1-Recover,120600,64.625,232.3,162.475,5104.85,-1.625,0.1,52.1751,36.2
Data1,1-Recover,120800,64.375,229.3,162.725,5021.67,-1.625,0.1,52.1751,36.2
Data1,1-Recover,121000,63.375,225.8,163.725,4949.08,-1.625,0.1,52.1751,36.2
Data1,1-Recover,121200,62.375,222.5,164.725,4873.46,-1.5,0.1,51.419,36.2
Data1,1-Recover,121400,61.375,219.2,165.725,4806.92,-1.5,0.1,48.3943,36.2
Data1,1-Recover,121600,60.375,216.1,166.725,4740.38,-1.5,0.1,48.3943,36.2
Data1,1-Recover,121800,59.375,213,167.725,4676.86,-1.375,0.1,44.6135,36.2
Data1,1-Recover,122000,58.375,210,168.725,4616.37,-1.625,0.1,52.1751,36.3
Data1,1-Recover,122200,57.625,206.9,169.475,4551.34,-1.375,0.1,44.6135,36.3
Data1,1-Recover,122400,56.5,203.8,170.6,4488.57,-1.5,0.1,48.3943,36.3
Data1,1-Recover,122600,55.5,200.7,171.6,4422.03,-1.5,0.1,48.3943,36.3
Data1,1-Recover,122800,54.625,197.8,172.475,4360.78,-1.375,0.1,44.6135,36.3
Data1,1-Recover,123000,53.625,194.6,173.475,4297.27,-1.5,0.1,48.3943,36.3
